id,year,state_name,state_code,district_name,district_code,irrigated_area_type,area_classification,area_sub_classification,irrigated_area,old_district_name
113773,2014-2015,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Private,,Medak
113774,2014-2015,Telangana,36,Medak,513.0,Gross Irrigated Area,Other Source,Other Source,1108.0,Medak
113775,2014-2015,Telangana,36,Medak,513.0,Gross Irrigated Area,Tank,Tank,1481.0,Medak
113776,2014-2015,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Other Well,9186.0,Medak
113777,2014-2015,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Tubewell,199974.0,Medak
113778,2014-2015,Telangana,36,Medak,513.0,Net Irrigated Area,Canal,Government,1371.0,Medak
113779,2014-2015,Telangana,36,Medak,513.0,Net Irrigated Area,Canal,Private,,Medak
113780,2014-2015,Telangana,36,Medak,513.0,Net Irrigated Area,Other Source,Other Source,1108.0,Medak
113781,2014-2015,Telangana,36,Medak,513.0,Net Irrigated Area,Tank,Tank,1481.0,Medak
113782,2014-2015,Telangana,36,Medak,513.0,Net Irrigated Area,Well,Other Well,6798.0,Medak
113783,2014-2015,Telangana,36,Medak,513.0,Net Irrigated Area,Well,Tubewell,133445.0,Medak
113784,2014-2015,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Canal,Government,113204.0,Nalgonda
113785,2014-2015,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Canal,Private,,Nalgonda
113786,2014-2015,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Other Source,Other Source,17162.0,Nalgonda
113787,2014-2015,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Tank,Tank,21329.0,Nalgonda
113788,2014-2015,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Well,Other Well,31156.0,Nalgonda
113789,2014-2015,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Well,Tubewell,203162.0,Nalgonda
113790,2014-2015,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Canal,Government,67059.0,Nalgonda
113791,2014-2015,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Canal,Private,,Nalgonda
113792,2014-2015,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Other Source,Other Source,11256.0,Nalgonda
113793,2014-2015,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Tank,Tank,12805.0,Nalgonda
113794,2014-2015,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Well,Other Well,20300.0,Nalgonda
113795,2014-2015,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Well,Tubewell,142382.0,Nalgonda
113796,2014-2015,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Canal,Government,10850.0,Nizamabad
113797,2014-2015,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Canal,Private,,Nizamabad
113798,2014-2015,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Other Source,Other Source,4827.0,Nizamabad
113799,2014-2015,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Tank,Tank,738.0,Nizamabad
113800,2014-2015,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Well,Other Well,1509.0,Nizamabad
113801,2014-2015,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Well,Tubewell,286080.0,Nizamabad
113802,2014-2015,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Canal,Government,10711.0,Nizamabad
113803,2014-2015,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Canal,Private,,Nizamabad
113804,2014-2015,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Other Source,Other Source,3119.0,Nizamabad
113805,2014-2015,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Tank,Tank,498.0,Nizamabad
113806,2014-2015,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Well,Other Well,483.0,Nizamabad
113807,2014-2015,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Well,Tubewell,150674.0,Nizamabad
113808,2014-2015,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Canal,Government,505.0,Ranga Reddy
113809,2014-2015,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Canal,Private,,Ranga Reddy
113810,2014-2015,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Other Source,Other Source,2835.0,Ranga Reddy
113811,2014-2015,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Tank,Tank,751.0,Ranga Reddy
113812,2014-2015,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Well,Other Well,1378.0,Ranga Reddy
113813,2014-2015,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Well,Tubewell,79064.0,Ranga Reddy
113814,2014-2015,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Canal,Government,294.0,Ranga Reddy
113815,2014-2015,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Canal,Private,,Ranga Reddy
113816,2014-2015,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Other Source,Other Source,2266.0,Ranga Reddy
113817,2014-2015,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Tank,Tank,488.0,Ranga Reddy
113818,2014-2015,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Well,Other Well,1092.0,Ranga Reddy
113819,2014-2015,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Well,Tubewell,59193.0,Ranga Reddy
113820,2014-2015,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Government,10101.0,Warangal
113821,2014-2015,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Private,,Warangal
113822,2014-2015,Telangana,36,Warangal,522.0,Gross Irrigated Area,Other Source,Other Source,2109.0,Warangal
113823,2014-2015,Telangana,36,Warangal,522.0,Gross Irrigated Area,Tank,Tank,19398.0,Warangal
113824,2014-2015,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Other Well,184439.0,Warangal
113825,2014-2015,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Tubewell,161763.0,Warangal
113826,2014-2015,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Government,7817.0,Warangal
113827,2014-2015,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Private,,Warangal
113828,2014-2015,Telangana,36,Warangal,522.0,Net Irrigated Area,Other Source,Other Source,1916.0,Warangal
113829,2014-2015,Telangana,36,Warangal,522.0,Net Irrigated Area,Tank,Tank,17616.0,Warangal
113830,2014-2015,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Other Well,135026.0,Warangal
113831,2014-2015,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Tubewell,113662.0,Warangal
120924,2015-2016,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Canal,Government,4930.0,Adilabad
120925,2015-2016,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Canal,Private,,Adilabad
120926,2015-2016,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Other Source,Other Source,3270.0,Adilabad
120927,2015-2016,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Tank,Tank,9042.0,Adilabad
120928,2015-2016,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Well,Other Well,22566.0,Adilabad
120929,2015-2016,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Well,Tubewell,80166.0,Adilabad
120930,2015-2016,Telangana,36,Adilabad,501.0,Net Irrigated Area,Canal,Government,4773.0,Adilabad
120931,2015-2016,Telangana,36,Adilabad,501.0,Net Irrigated Area,Canal,Private,,Adilabad
120932,2015-2016,Telangana,36,Adilabad,501.0,Net Irrigated Area,Other Source,Other Source,1542.0,Adilabad
120933,2015-2016,Telangana,36,Adilabad,501.0,Net Irrigated Area,Tank,Tank,9042.0,Adilabad
120934,2015-2016,Telangana,36,Adilabad,501.0,Net Irrigated Area,Well,Other Well,13162.0,Adilabad
120935,2015-2016,Telangana,36,Adilabad,501.0,Net Irrigated Area,Well,Tubewell,54819.0,Adilabad
120948,2015-2016,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Canal,Government,122.0,Karimnagar
120949,2015-2016,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Canal,Private,,Karimnagar
120950,2015-2016,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Other Source,Other Source,1071.0,Karimnagar
120951,2015-2016,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Tank,Tank,6866.0,Karimnagar
120952,2015-2016,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Well,Other Well,279472.0,Karimnagar
120953,2015-2016,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Well,Tubewell,68947.0,Karimnagar
120954,2015-2016,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Canal,Government,122.0,Karimnagar
120955,2015-2016,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Canal,Private,,Karimnagar
120956,2015-2016,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Other Source,Other Source,434.0,Karimnagar
120957,2015-2016,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Tank,Tank,6866.0,Karimnagar
120958,2015-2016,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Well,Other Well,191446.0,Karimnagar
120959,2015-2016,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Well,Tubewell,44334.0,Karimnagar
120960,2015-2016,Telangana,36,Khammam,509.0,Gross Irrigated Area,Canal,Government,20373.0,Khammam
120961,2015-2016,Telangana,36,Khammam,509.0,Gross Irrigated Area,Canal,Private,,Khammam
120962,2015-2016,Telangana,36,Khammam,509.0,Gross Irrigated Area,Other Source,Other Source,10908.0,Khammam
120963,2015-2016,Telangana,36,Khammam,509.0,Gross Irrigated Area,Tank,Tank,40516.0,Khammam
120964,2015-2016,Telangana,36,Khammam,509.0,Gross Irrigated Area,Well,Other Well,46343.0,Khammam
120965,2015-2016,Telangana,36,Khammam,509.0,Gross Irrigated Area,Well,Tubewell,68960.0,Khammam
120966,2015-2016,Telangana,36,Khammam,509.0,Net Irrigated Area,Canal,Government,19821.0,Khammam
120967,2015-2016,Telangana,36,Khammam,509.0,Net Irrigated Area,Canal,Private,,Khammam
120968,2015-2016,Telangana,36,Khammam,509.0,Net Irrigated Area,Other Source,Other Source,8419.0,Khammam
120969,2015-2016,Telangana,36,Khammam,509.0,Net Irrigated Area,Tank,Tank,40516.0,Khammam
120970,2015-2016,Telangana,36,Khammam,509.0,Net Irrigated Area,Well,Other Well,38904.0,Khammam
120971,2015-2016,Telangana,36,Khammam,509.0,Net Irrigated Area,Well,Tubewell,54147.0,Khammam
120972,2015-2016,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Government,11415.0,Mahabubnagar
120973,2015-2016,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
120974,2015-2016,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Other Source,Other Source,12329.0,Mahabubnagar
120975,2015-2016,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Tank,Tank,1885.0,Mahabubnagar
